Date,NOAA_id,Latitude,Longitude,Area,Class,Time
20220101,12916,821,-244,0420,N,99:99
20220101,12918,888,374,0020,N,99:99
20220101,12919,434,-157,0010,N,99:99
20220101,12922,-194,-236,0030,N,99:99
20220101,12917,868,-442,0,N,99:99
20220102,12916,888,-286,0390,N,99:99
20220102,12918,903,363,0010,N,99:99
20220102,12922,16,-233,0020,N,99:99
20220102,12923,816,-475,0020,N,99:99
20220102,12919,612,-178,0,N,99:99
20220103,12916,925,-297,0320,N,99:99
20220103,12922,226,-233,0020,N,99:99
20220103,12919,770,-187,0,N,99:99
20220103,12923,834,-498,0,N,99:99
20220104,12916,937,-269,0140,N,99:99
20220104,12919,882,-197,0,N,99:99
20220104,12922,439,-236,0,N,99:99
20220104,12923,835,-502,0,N,99:99
20220105,12924,-487,-475,0030,N,99:99
20220105,12919,941,-210,0,N,99:99
20220105,12922,626,-242,0,N,99:99
20220106,12924,-314,-453,0030,N,99:99
20220106,12925,-679,-517,0240,N,99:99
20220106,12919,950,-219,0,N,99:99
20220106,12922,775,-251,0,N,99:99
20220107,12924,-116,-448,0190,N,99:99
20220107,12925,-553,-506,0080,N,99:99
20220107,12922,877,-263,0,N,99:99
20220108,12924,87,-446,0430,N,99:99
20220108,12924,87,-446,0430,C,22:01
20220108,12925,-393,-497,0100,N,99:99
20220108,12922,927,-278,0,N,99:99
20220109,12924,188,-446,0430,N,99:99
20220109,12925,-270,-462,0100,N,99:99
20220109,12922,932,-285,0,N,99:99
20220110,12924,367,-448,0380,N,99:99
20220110,12925,-100,-473,0080,N,99:99
20220110,12927,-743,-294,0080,N,99:99
20220110,12926,327,410,0,N,99:99
20220111,12924,527,-454,0350,N,99:99
20220111,12925,85,-471,0080,N,99:99
20220111,12927,-603,-282,0100,N,99:99
20220111,12926,510,405,0,N,99:99
20220112,12924,660,-463,0350,N,99:99
20220112,12925,267,-473,0080,N,99:99
20220112,12926,672,380,0050,N,99:99
20220112,12927,-431,-272,0080,N,99:99
20220113,12924,758,-474,0370,N,99:99
20220113,12925,434,-477,0080,N,99:99
20220113,12926,784,399,0030,N,99:99
20220113,12927,-238,-265,0080,N,99:99
20220113,12928,224,-248,0030,N,99:99
20220114,12924,821,-488,0390,N,99:99
20220114,12925,589,-486,0080,N,99:99
20220114,12926,869,384,0030,N,99:99
20220114,12927,-16,-261,0080,N,99:99
20220114,12928,434,-253,0070,N,99:99
20220114,12929,50,212,0010,N,99:99
20220114,12930,111,421,0010,N,99:99
20220114,12931,599,277,0010,N,99:99
20220115,12924,852,-472,0220,N,99:99
20220115,12925,687,-494,0050,N,99:99
20220115,12926,921,315,0020,N,99:99
20220115,12927,175,-261,0050,C,18:31
20220115,12928,587,-293,0020,N,99:99
20220115,12929,283,210,0100,N,99:99
20220115,12930,297,419,0020,N,99:99
20220115,12931,780,263,0100,N,99:99
20220116,12924,835,-501,0180,N,99:99
20220116,12925,755,-520,0050,N,99:99
20220116,12926,921,314,0010,N,99:99
20220116,12927,386,-281,0050,N,99:99
20220116,12927,386,-281,0050,C,18:31
20220116,12929,513,203,0300,N,99:99
20220116,12930,470,413,0100,N,99:99
20220116,12931,869,250,0120,N,99:99
20220116,12932,-615,561,0020,N,99:99
20220116,12928,743,-288,0,N,99:99
20220117,12925,802,-535,0040,N,99:99
20220117,12927,553,-271,0050,N,99:99
20220117,12929,648,196,0310,N,99:99
20220117,12930,590,392,0100,N,99:99
20220117,12931,936,232,0090,N,99:99
20220117,12932,-504,557,0010,N,99:99
20220117,12933,95,-273,0060,N,99:99
20220117,12928,850,-303,0,N,99:99
20220118,12925,798,-558,0010,N,99:99
20220118,12927,713,-283,0030,N,99:99
20220118,12929,804,165,0270,N,99:99
20220118,12930,764,391,0170,N,99:99
20220118,12931,949,217,0010,N,99:99
20220118,12932,-310,582,0010,N,99:99
20220118,12933,310,-292,0080,N,99:99
20220118,12928,907,-321,0,N,99:99
20220119,12927,831,-298,0030,N,99:99
20220119,12929,910,147,0260,N,99:99
20220119,12930,861,374,0230,N,99:99
20220119,12933,507,-299,0080,N,99:99
20220119,12928,915,-333,0,N,99:99
20220119,12932,-115,588,0,N,99:99
20220120,12927,896,-315,0030,N,99:99
20220120,12929,960,128,0230,N,99:99
20220120,12930,905,356,0210,N,99:99
20220120,12933,662,-309,0100,N,99:99
20220120,12932,72,589,0,N,99:99
20220121,12927,909,-349,0001,N,99:99
20220121,12929,964,133,0080,N,99:99
20220121,12930,903,362,0100,N,99:99
20220121,12933,792,-324,0080,N,99:99
20220121,12934,-748,-351,0090,N,99:99
20220121,12932,270,586,0,N,99:99
20220122,12933,885,-310,0060,N,99:99
20220122,12934,-597,-334,0140,N,99:99
20220122,12927,909,-349,0,N,99:99
20220122,12932,451,579,0,N,99:99
20220123,12933,921,-314,0040,N,99:99
20220123,12934,-429,-339,0140,N,99:99
20220123,12932,605,568,0,N,99:99
20220124,12933,915,-333,0050,N,99:99
20220124,12934,-244,-330,0140,N,99:99
20220124,12932,723,552,0,N,99:99
20220125,12934,-46,-326,0140,N,99:99
20220125,12935,107,510,0030,N,99:99
20220125,12932,798,534,0,N,99:99
20220126,12934,169,-326,0120,N,99:99
20220126,12935,297,521,0030,N,99:99
20220126,12936,-693,298,0030,N,99:99
20220126,12937,-48,-226,0010,N,99:99
20220126,12932,825,514,0,N,99:99
20220127,12934,363,-314,0100,N,99:99
20220127,12935,474,513,0010,N,99:99
20220127,12936,-541,328,0100,N,99:99
20220127,12937,175,-243,0090,N,99:99
20220127,12938,-769,351,0010,N,99:99
20220128,12934,524,-322,0120,N,99:99
20220128,12935,559,508,0010,N,99:99
20220128,12936,-336,356,0110,N,99:99
20220128,12937,390,-232,0030,N,99:99
20220128,12938,-648,351,0010,N,99:99
20220129,12934,652,-333,0050,N,99:99
20220129,12935,714,504,0050,N,99:99
20220129,12936,-178,377,0400,N,99:99
20220129,12937,556,-241,0030,N,99:99
20220129,12938,-542,392,0010,N,99:99
20220130,12934,766,-381,0060,N,99:99
20220130,12935,815,470,0040,N,99:99
20220130,12936,113,380,0640,C,15:38
20220130,12936,113,380,0640,C,06:53
20220130,12936,113,380,0640,C,05:06
20220130,12937,712,-272,0020,N,99:99
20220130,12938,-346,404,0,N,99:99
20220131,12934,842,-399,0070,N,99:99
20220131,12935,862,449,0020,N,99:99
20220131,12936,334,375,0720,N,99:99
20220131,12939,-799,-198,0120,N,99:99
20220131,12937,830,-291,0,N,99:99
20220131,12938,-32,397,0,N,99:99
20220201,12934,882,-407,0110,N,99:99
20220201,12935,866,437,0010,N,99:99
20220201,12936,524,349,0750,N,99:99
20220201,12938,209,396,0010,N,99:99
20220201,12938,209,396,0010,C,23:57
20220201,12938,209,396,0010,C,23:25
20220201,12938,209,396,0010,C,22:02
20220201,12938,209,396,0010,C,19:53
20220201,12939,-722,-187,0280,N,99:99
20220201,12940,-704,348,0160,C,07:07
20220201,12937,898,-312,0,N,99:99
20220202,12934,895,-379,0120,N,99:99
20220202,12936,686,335,0670,N,99:99
20220202,12938,492,384,0020,N,99:99
20220202,12939,-541,-168,0500,N,99:99
20220202,12940,-506,443,0410,N,99:99
20220202,12940,-506,443,0410,C,15:10
20220202,12937,914,-332,0,N,99:99
20220203,12936,815,332,0760,N,99:99
20220203,12938,615,343,0020,N,99:99
20220203,12939,-351,-173,0300,N,99:99
20220203,12940,-332,393,0320,N,99:99
20220204,12936,895,311,0650,N,99:99
20220204,12938,819,286,0010,N,99:99
20220204,12939,-163,-166,0260,N,99:99
20220204,12940,-130,384,0180,N,99:99
20220204,12941,-757,459,0180,N,99:99
20220205,12936,928,288,0500,N,99:99
20220205,12938,899,280,0030,N,99:99
20220205,12939,32,-164,0220,N,99:99
20220205,12940,81,386,0150,C,16:55
20220205,12940,81,386,0150,C,02:50
20220205,12941,-666,473,0280,N,99:99
20220206,12936,929,280,0450,N,99:99
20220206,12938,928,279,0030,N,99:99
20220206,12939,241,-183,0200,N,99:99
20220206,12939,241,-183,0200,C,18:30
20220206,12940,288,382,0200,C,04:30
20220206,12940,288,382,0200,C,18:20
20220206,12940,288,382,0200,C,16:55
20220206,12941,-523,474,0300,N,99:99
20220207,12938,918,312,0030,N,99:99
20220207,12939,497,-177,0200,N,99:99
20220207,12939,497,-177,0200,C,12:52
20220207,12939,497,-177,0200,C,11:45
20220207,12940,483,357,0200,N,99:99
20220207,12941,-348,486,0290,N,99:99
20220207,12942,918,-154,0020,N,99:99
20220208,12939,662,-191,0180,N,99:99
20220208,12940,647,359,0140,N,99:99
20220208,12941,-183,507,0220,N,99:99
20220208,12942,950,-197,0010,N,99:99
20220209,12939,772,-223,0160,N,99:99
20220209,12940,781,340,0140,N,99:99
20220209,12941,31,481,0260,N,99:99
20220209,12942,953,-186,0010,N,99:99
20220209,12943,-542,-230,0020,N,99:99
20220210,12939,880,-265,0180,N,99:99
20220210,12940,889,299,0140,N,99:99
20220210,12941,260,492,0370,N,99:99
20220210,12941,260,492,0370,C,23:51
20220210,12941,260,492,0370,C,18:53
20220210,12941,260,492,0370,C,15:01
20220210,12941,260,492,0370,C,14:25
20220210,12943,-332,-199,0010,N,99:99
20220211,12939,920,-267,0160,C,10:16
20220211,12940,927,279,0130,N,99:99
20220211,12941,404,486,0370,N,99:99
20220211,12944,865,-409,0020,N,99:99
20220211,12943,-145,-193,0,N,99:99
20220212,12939,933,-267,0120,M,08:25
20220212,12939,933,-267,0120,C,02:53
20220212,12939,933,-267,0120,C,10:16
20220212,12940,928,280,0030,N,99:99
20220212,12941,572,473,0280,N,99:99
20220212,12944,880,-409,0020,N,99:99
20220212,12945,665,-274,0030,N,99:99
20220212,12946,-778,-85,0090,N,99:99
20220212,12943,80,-191,0,N,99:99
20220213,12941,700,457,0310,N,99:99
20220213,12945,784,-275,0030,N,99:99
20220213,12946,-645,-50,0110,N,99:99
20220213,12943,302,-195,0,N,99:99
20220214,12941,811,435,0330,N,99:99
20220214,12945,872,-316,0020,N,99:99
20220214,12946,-438,-32,0090,N,99:99
20220214,12943,504,-206,0,N,99:99
20220215,12941,880,395,0320,N,99:99
20220215,12943,514,-290,0030,N,99:99
20220215,12946,-201,-4,0060,N,99:99
20220215,12947,887,241,0040,N,99:99
20220215,12948,-602,-364,0080,N,99:99
20220215,12945,906,-341,0,N,99:99
20220216,12941,886,389,0240,N,99:99
20220216,12943,690,-258,0040,N,99:99
20220216,12946,16,-35,0050,N,99:99
20220216,12947,930,263,0050,N,99:99
20220216,12948,-546,-358,0040,N,99:99
20220216,12945,906,-347,0,N,99:99
20220217,12941,879,405,0150,C,05:56
20220217,12941,879,405,0150,C,03:13
20220217,12941,879,405,0150,C,23:23
20220217,12943,826,-265,0020,N,99:99
20220217,12946,232,-38,0030,N,99:99
20220217,12947,937,249,0010,N,99:99
20220217,12948,-253,-338,0080,N,99:99
20220217,12949,441,500,0020,N,99:99
20220217,12950,-514,406,0020,N,99:99
20220217,12951,215,-289,0010,N,99:99
20220218,12943,886,-322,0020,N,99:99
20220218,12946,435,-64,0010,N,99:99
20220218,12948,-45,-333,0100,N,99:99
20220218,12949,617,470,0010,N,99:99
20220218,12950,-325,449,0020,N,99:99
20220218,12951,404,-297,0010,N,99:99
20220218,12952,-728,-330,0020,N,99:99
20220219,12946,628,-79,0010,N,99:99
20220219,12948,164,-350,0070,N,99:99
20220219,12950,-110,471,0010,N,99:99
20220219,12952,-606,-313,0010,N,99:99
20220219,12943,905,-347,0,N,99:99
20220219,12949,744,451,0,N,99:99
20220219,12951,555,-324,0,N,99:99
20220220,12946,779,-64,0010,N,99:99
20220220,12948,352,-341,0050,N,99:99
20220220,12952,-444,-298,0010,N,99:99
20220220,12953,-391,401,0010,N,99:99
20220220,12949,838,427,0,N,99:99
20220220,12950,110,471,0,N,99:99
20220220,12951,703,-342,0,N,99:99
20220221,12948,509,-352,0030,N,99:99
20220221,12952,-260,-288,0010,N,99:99
20220221,12953,-161,395,0020,N,99:99
20220221,12954,-800,354,0060,N,99:99
20220221,12946,891,-89,0,N,99:99
20220221,12949,882,400,0,N,99:99
20220221,12950,323,465,0,N,99:99
20220221,12951,810,-365,0,N,99:99
20220222,12952,-62,-267,0010,N,99:99
20220222,12953,48,412,0010,N,99:99
20220222,12954,-668,361,0120,N,99:99
20220222,12955,-802,278,0050,N,99:99
20220222,12946,951,-117,0,N,99:99
20220222,12948,667,-386,0,N,99:99
20220222,12949,885,389,0,N,99:99
20220222,12950,517,452,0,N,99:99
20220222,12951,868,-389,0,N,99:99
20220223,12953,272,392,0030,N,99:99
20220223,12954,-503,394,0100,N,99:99
20220223,12955,-655,317,0150,N,99:99
20220223,12946,959,-135,0,N,99:99
20220223,12948,777,-407,0,N,99:99
20220223,12950,679,434,0,N,99:99
20220223,12951,878,-408,0,N,99:99
20220223,12952,169,-284,0,N,99:99
20220224,12953,465,382,0010,N,99:99
20220224,12954,-302,391,0110,N,99:99
20220224,12955,-497,348,0140,N,99:99
20220224,12948,840,-431,0,N,99:99
20220224,12950,801,411,0,N,99:99
20220224,12952,375,-292,0,N,99:99
20220225,12954,-97,397,0070,N,99:99
20220225,12955,-291,345,0130,N,99:99
20220225,12948,855,-453,0,N,99:99
20220225,12950,875,385,0,N,99:99
20220225,12952,558,-306,0,N,99:99
20220225,12953,606,384,0,N,99:99
20220226,12954,113,397,0070,N,99:99
20220226,12955,-81,366,0090,N,99:99
20220226,12950,897,357,0,N,99:99
20220226,12952,708,-325,0,N,99:99
20220226,12953,756,363,0,N,99:99
20220227,12954,287,392,0080,N,99:99
20220227,12955,131,350,0100,N,99:99
20220227,12952,815,-348,0,N,99:99
20220227,12953,860,338,0,N,99:99
20220228,12954,492,380,0090,N,99:99
20220228,12955,351,358,0110,N,99:99
20220228,12956,-107,517,0010,N,99:99
20220228,12957,-669,-132,0010,N,99:99
20220228,12952,874,-373,0,N,99:99
20220228,12953,914,310,0,N,99:99
20220301,12954,667,362,0070,N,99:99
20220301,12955,564,343,0070,N,99:99
20220301,12956,92,517,0010,N,99:99
20220301,12957,-561,-171,0010,N,99:99
20220301,12958,-574,358,0010,N,99:99
20220301,12952,884,-392,0,N,99:99
20220301,12953,919,294,0,N,99:99
20220302,12954,764,362,0070,N,99:99
20220302,12955,670,346,0050,N,99:99
20220302,12956,310,539,0010,N,99:99
20220302,12957,-356,-89,0030,N,99:99
20220302,12958,-390,403,0020,M,17:31
20220303,12954,874,304,0100,N,99:99
20220303,12955,810,307,0100,N,99:99
20220303,12956,504,497,0010,N,99:99
20220303,12957,81,-131,0180,N,99:99
20220303,12958,-189,442,0050,N,99:99
20220304,12954,921,290,0110,N,99:99
20220304,12955,889,285,0100,N,99:99
20220304,12957,-16,-131,0140,N,99:99
20220304,12958,16,398,0060,N,99:99
20220304,12959,-175,-200,0010,N,99:99
20220304,12960,-741,-279,0110,N,99:99
20220304,12961,115,-98,0040,N,99:99
20220304,12956,663,479,0,N,99:99
20220305,12954,919,294,0050,N,99:99
20220305,12955,922,288,0070,N,99:99
20220305,12957,259,-118,0230,N,99:99
20220305,12960,-640,-264,0430,N,99:99
20220305,12961,429,-110,0050,N,99:99
20220305,12956,781,456,0,N,99:99
20220305,12958,240,394,0,N,99:99
20220305,12959,48,-197,0,N,99:99
20220306,12955,937,229,0060,N,99:99
20220306,12957,466,-163,0240,N,99:99
20220306,12958,421,385,0020,N,99:99
20220306,12960,-496,-232,0450,N,99:99
20220306,12961,617,-143,0030,N,99:99
20220306,12962,-594,501,0030,N,99:99
20220306,12956,854,430,0,N,99:99
20220306,12959,268,-202,0,N,99:99
20220306,12959,268,-202,0,C,23:49
20220307,12957,638,-162,0200,N,99:99
20220307,12958,608,369,0010,N,99:99
20220307,12960,-296,-220,0420,N,99:99
20220307,12961,770,-164,0010,N,99:99
20220307,12962,-448,515,0030,N,99:99
20220307,12956,875,403,0,N,99:99
20220307,12959,472,-214,0,N,99:99
20220308,12957,785,-219,0120,N,99:99
20220308,12960,-94,-231,0340,N,99:99
20220308,12961,868,-169,0010,N,99:99
20220308,12962,-264,554,0030,N,99:99
20220308,12963,389,-191,0010,N,99:99
20220308,12958,758,347,0,N,99:99
20220308,12959,648,-231,0,N,99:99
20220309,12957,851,-235,0100,N,99:99
20220309,12960,47,-230,0320,N,99:99
20220309,12962,-135,544,0020,N,99:99
20220309,12963,541,-203,0010,N,99:99
20220309,12964,543,-351,0010,N,99:99
20220309,12965,-812,407,0020,N,99:99
20220309,12958,845,328,0,N,99:99
20220309,12959,759,-248,0,N,99:99
20220309,12961,921,-191,0,N,99:99
20220310,12957,908,-239,0100,N,99:99
20220310,12960,266,-219,0400,N,99:99
20220310,12962,105,544,0010,N,99:99
20220310,12964,731,-243,0070,N,99:99
20220310,12965,-662,450,0330,N,99:99
20220310,12966,771,-319,0010,N,99:99
20220310,12958,912,298,0,N,99:99
20220310,12959,864,-274,0,N,99:99
20220310,12961,940,-217,0,N,99:99
20220310,12963,715,-223,0,N,99:99
20220311,12957,927,-266,0090,N,99:99
20220311,12960,455,-229,0390,N,99:99
20220311,12962,295,538,0010,N,99:99
20220311,12964,780,-406,0070,N,99:99
20220311,12965,-511,467,0600,N,99:99
20220311,12966,850,-342,0010,N,99:99
20220311,12958,922,277,0,N,99:99
20220311,12959,908,-299,0,N,99:99
20220311,12963,826,-245,0,N,99:99
20220312,12957,927,-265,0030,N,99:99
20220312,12960,620,-245,0380,N,99:99
20220312,12964,839,-431,0060,N,99:99
20220312,12965,-334,479,0600,N,99:99
20220312,12966,887,-368,0010,N,99:99
20220312,12959,912,-313,0,N,99:99
20220312,12962,469,526,0,N,99:99
20220312,12963,898,-272,0,N,99:99
20220313,12960,762,-266,0320,N,99:99
20220313,12964,859,-436,0060,N,99:99
20220313,12965,-154,485,0620,N,99:99
20220313,12966,888,-376,0010,N,99:99
20220313,12967,-687,358,0030,N,99:99
20220313,12962,630,509,0,N,99:99
20220313,12963,917,-297,0,N,99:99
20220314,12960,868,-294,0300,N,99:99
20220314,12965,46,501,0600,N,99:99
20220314,12967,-517,376,0030,N,99:99
20220314,12968,-465,-247,0010,N,99:99
20220314,12962,752,487,0,N,99:99
20220314,12962,752,487,0,C,03:12
20220315,12960,905,-321,0130,N,99:99
20220315,12965,228,497,0500,C,08:05
20220315,12965,228,497,0500,C,05:57
20220315,12965,228,497,0500,C,22:07
20220315,12965,228,497,0500,C,21:38
20220315,12965,228,497,0500,C,21:35
20220315,12965,228,497,0500,C,16:31
20220315,12965,228,497,0500,M,08:29
20220315,12965,228,497,0500,C,06:38
20220315,12965,228,497,0500,C,04:40
20220315,12965,228,497,0500,C,04:38
20220315,12965,228,497,0500,C,02:21
20220315,12965,228,497,0500,C,01:22
20220315,12967,-331,388,0030,N,99:99
20220315,12969,537,-220,0000,N,99:99
20220315,12970,-108,-265,0010,N,99:99
20220315,12962,830,462,0,N,99:99
20220315,12968,-264,-236,0,N,99:99
20220316,12960,905,-329,0150,N,99:99
20220316,12965,428,486,0310,N,99:99
20220316,12967,-112,410,0020,N,99:99
20220316,12970,124,-265,0010,N,99:99
20220316,12962,858,436,0,N,99:99
20220316,12968,124,-249,0,N,99:99
20220316,12969,700,-239,0,N,99:99
20220317,12965,590,471,0270,N,99:99
20220317,12967,112,409,0020,N,99:99
20220317,12968,245,-269,0,N,99:99
20220317,12969,820,-262,0,N,99:99
20220317,12970,333,-272,0,N,99:99
20220318,12965,731,450,0230,N,99:99
20220318,12967,331,387,0020,N,99:99
20220318,12968,471,-281,0010,N,99:99
20220318,12971,-462,379,0020,N,99:99
20220318,12969,892,-288,0,N,99:99
20220318,12970,523,-286,0,N,99:99
20220319,12965,804,446,0220,N,99:99
20220319,12967,516,374,0010,N,99:99
20220319,12968,639,-298,0,N,99:99
20220319,12969,910,-313,0,N,99:99
20220319,12970,681,-304,0,N,99:99
20220319,12971,-287,373,0,N,99:99
20220320,12965,852,437,0170,N,99:99
20220320,12972,-74,-346,0020,N,99:99
20220320,12967,675,357,0,N,99:99
20220320,12968,769,-319,0,N,99:99
20220320,12970,798,-326,0,N,99:99
20220320,12971,-64,378,0,N,99:99
20220321,12965,864,416,0040,N,99:99
20220321,12972,119,-331,0040,N,99:99
20220321,12973,-497,405,0040,N,99:99
20220321,12967,806,334,0,N,99:99
20220321,12968,852,-344,0,N,99:99
20220321,12970,867,-351,0,N,99:99
20220321,12971,145,376,0,N,99:99
20220322,12972,308,-338,0040,N,99:99
20220322,12973,-327,415,0020,N,99:99
20220322,12967,889,308,0,N,99:99
20220322,12968,885,-369,0,N,99:99
20220322,12970,885,-375,0,N,99:99
20220322,12971,362,367,0,N,99:99
20220323,12972,481,-349,0040,N,99:99
20220323,12974,-696,-207,0060,N,99:99
20220323,12971,558,353,0,N,99:99
20220323,12973,-158,420,0,N,99:99
20220324,12974,-614,-214,0090,N,99:99
20220324,12975,-730,286,0160,N,99:99
20220324,12971,720,333,0,N,99:99
20220324,12972,586,-391,0,N,99:99
20220324,12973,63,421,0,C,08:03
20220324,12973,63,421,0,C,04:28
20220324,12973,63,421,0,C,01:42
20220324,12973,63,421,0,C,00:28
20220324,12973,63,421,0,C,23:12
20220325,12974,-414,-215,0060,N,99:99
20220325,12975,-638,313,0160,N,99:99
20220325,12976,-733,316,0400,N,99:99
20220325,12971,839,310,0,N,99:99
20220325,12972,714,-410,0,N,99:99
20220325,12973,282,415,0,N,99:99
20220325,12973,282,415,0,C,16:19
20220325,12973,282,415,0,C,08:03
20220326,12974,-205,-206,0030,N,99:99
20220326,12975,-428,298,0160,N,99:99
20220326,12976,-531,354,0450,N,99:99
20220326,12971,907,284,0,N,99:99
20220326,12972,800,-432,0,N,99:99
20220326,12973,483,403,0,N,99:99
20220327,12974,47,-204,0020,N,99:99
20220327,12975,-98,309,0040,N,99:99
20220327,12976,-203,431,0530,N,99:99
20220327,12971,923,261,0,N,99:99
20220327,12972,839,-457,0,N,99:99
20220327,12973,677,383,0,N,99:99
20220328,12974,251,-209,0010,N,99:99
20220328,12975,147,308,0050,C,22:25
20220328,12975,147,308,0050,M,20:49
20220328,12975,147,308,0050,M,19:08
20220328,12975,147,308,0050,C,18:48
20220328,12975,147,308,0050,M,17:32
20220328,12975,147,308,0050,C,17:03
20220328,12975,147,308,0050,C,13:44
20220328,12975,147,308,0050,M,10:58
20220328,12975,147,308,0050,C,09:48
20220328,12975,147,308,0050,C,06:32
20220328,12975,147,308,0050,C,03:17
20220328,12976,-129,371,0500,N,99:99
20220328,12977,380,438,0040,N,99:99
20220328,12978,-813,-194,0180,N,99:99
20220328,12972,840,-464,0,N,99:99
20220328,12973,803,361,0,N,99:99
20220329,12974,455,-220,0010,N,99:99
20220329,12975,411,313,0210,C,22:22
20220329,12975,411,313,0210,C,22:13
20220329,12975,411,313,0210,M,21:43
20220329,12975,411,313,0210,C,20:26
20220329,12975,411,313,0210,C,17:33
20220329,12975,411,313,0210,C,17:05
20220329,12975,411,313,0210,M,09:17
20220329,12975,411,313,0210,C,08:41
20220329,12975,411,313,0210,C,08:03
20220329,12975,411,313,0210,C,03:56
20220329,12975,411,313,0210,C,03:45
20220329,12975,411,313,0210,C,03:26
20220329,12975,411,313,0210,M,01:48
20220329,12976,96,371,0480,C,14:44
20220329,12976,96,371,0480,C,07:38
20220329,12977,566,424,0040,N,99:99
20220329,12978,-745,-216,0210,N,99:99
20220329,12979,62,-239,0020,N,99:99
20220329,12980,638,215,0010,N,99:99
20220329,12973,881,336,0,N,99:99
20220330,12974,597,-232,0000,N,99:99
20220330,12975,590,299,0300,X,17:21
20220330,12975,590,299,0300,C,13:50
20220330,12975,590,299,0300,C,12:21
20220330,12975,590,299,0300,C,12:19
20220330,12975,590,299,0300,C,11:00
20220330,12975,590,299,0300,C,10:24
20220330,12975,590,299,0300,C,10:10
20220330,12975,590,299,0300,C,05:37
20220330,12975,590,299,0300,C,05:35
20220330,12975,590,299,0300,C,04:58
20220330,12975,590,299,0300,C,04:57
20220330,12975,590,299,0300,C,04:27
20220330,12975,590,299,0300,C,04:23
20220330,12975,590,299,0300,C,02:15
20220330,12975,590,299,0300,C,22:22
20220330,12976,273,334,0500,C,08:34
20220330,12976,273,334,0500,C,01:04
20220330,12977,701,363,0010,N,99:99
20220330,12978,-605,-249,0310,N,99:99
20220330,12979,305,-262,0030,N,99:99
20220330,12980,790,194,0010,N,99:99
20220330,12973,907,310,0,N,99:99
20220331,12975,738,281,0330,N,99:99
20220331,12976,493,337,0550,N,99:99
20220331,12976,493,337,0550,C,13:50
20220331,12976,493,337,0550,C,12:21
20220331,12976,493,337,0550,C,12:19
20220331,12976,493,337,0550,C,11:00
20220331,12978,-385,-217,0670,N,99:99
20220331,12980,882,109,0010,N,99:99
20220331,12974,745,-251,0,N,99:99
20220331,12977,821,340,0,N,99:99
20220331,12979,499,-273,0,N,99:99
20220401,12975,855,257,0330,C,22:09
20220401,12975,855,257,0330,C,18:38
20220401,12975,855,257,0330,C,11:32
20220401,12976,654,337,0410,N,99:99
20220401,12978,-221,-195,0400,N,99:99
20220401,12981,-253,-325,0030,N,99:99
20220401,12974,848,-274,0,N,99:99
20220401,12977,893,316,0,N,99:99
20220401,12979,663,-290,0,N,99:99
20220401,12980,948,81,0,N,99:99
20220402,12975,921,232,0300,C,20:15
20220402,12975,921,232,0300,M,17:34
20220402,12975,921,232,0300,M,12:56
20220402,12975,921,232,0300,C,08:36
20220402,12975,921,232,0300,C,08:17
20220402,12975,921,232,0300,M,02:39
20220402,12975,921,232,0300,C,00:56
20220402,12975,921,232,0300,C,22:09
20220402,12975,921,232,0300,C,18:38
20220402,12976,792,316,0410,N,99:99
20220402,12978,0,-192,0410,N,99:99
20220402,12981,-60,-322,0080,N,99:99
20220402,12982,-495,-225,0020,N,99:99
20220402,12974,900,-298,0,N,99:99
20220402,12977,911,292,0,C,07:30
20220402,12979,787,-310,0,N,99:99
20220402,12980,956,64,0,N,99:99
20220402,12983,-557,450,0,N,99:99
20220403,12975,925,244,0260,N,99:99
20220403,12976,868,326,0330,N,99:99
20220403,12978,174,-195,0420,N,99:99
20220403,12978,174,-195,0420,C,23:22
20220403,12981,121,-308,0080,N,99:99
20220403,12982,-311,-216,0020,N,99:99
20220403,12983,-424,416,0040,N,99:99
20220403,12984,931,210,0030,N,99:99
20220403,12974,906,-312,0,N,99:99
20220403,12979,863,-333,0,N,99:99
20220404,12975,925,244,0260,N,99:99
20220404,12976,900,324,0310,N,99:99
20220404,12978,372,-203,0440,N,99:99
20220404,12981,312,-314,0120,N,99:99
20220404,12981,312,-314,0120,C,07:40
20220404,12982,-110,-211,0010,N,99:99
20220404,12983,-214,468,0030,N,99:99
20220404,12984,937,196,0030,N,99:99
20220404,12985,-730,-268,0030,N,99:99
20220404,12979,889,-357,0,N,99:99
20220405,12976,929,228,0280,N,99:99
20220405,12978,563,-216,0370,N,99:99
20220405,12981,495,-341,0110,N,99:99
20220405,12982,63,-228,0040,N,99:99
20220405,12983,-15,485,0030,N,99:99
20220405,12985,-592,-252,0030,N,99:99
20220405,12979,888,-358,0,N,99:99
20220406,12978,714,-216,0350,N,99:99
20220406,12981,657,-342,0050,N,99:99
20220406,12983,152,482,0020,N,99:99
20220406,12985,-424,-240,0050,N,99:99
20220406,12986,829,306,0010,N,99:99
20220406,12982,260,-266,0,C,05:24
20220407,12978,836,-221,0290,N,99:99
20220407,12981,793,-314,0040,N,99:99
20220407,12983,357,474,0010,N,99:99
20220407,12985,-233,-233,0040,N,99:99
20220407,12982,459,-276,0,N,99:99
